 ,tweet,target
2022-02-02,Proses pembangunan konstruksi ibu kota negara (IKN) di Kalimantan Timur (Kaltim) ditargetkan dimulai pada semester II-2022 atau setelah memasuki bulan Juli.  https://t.co/8jKK9IgvAd,1
2022-02-02,Proses pembangunan konstruksi ibu kota negara (IKN) di Kalimantan Timur (Kaltim) ditargetkan dimulai pada semester II-2022 atau setelah memasuki bulan Juli.  https://t.co/4SjdJM6XLf,1
2022-02-02,"Angin perubahan terus bertiup dari Kalimantan. Rencana ibu kota negara yang baru sudah digelar. Payung hukum tengah ditetapkan. Kini tinggal langkah selanjutnya sosialisasi, penguatan rencana, dan pelaksanaan IKN. #Polhuk #AdadiKompas

https://t.co/bHyVPX4ft4",1
2022-02-02,Pakar komunikasi dan politik Emrus Sihombing angkat bicara terkait bursa calon Kepala Otorita Ibu Kota Negara (IKN) Nusantara.  #kepalaotorita https://t.co/nfyDoUNXD9,1
2022-02-02,Jusuf Kalla Ungkap Pemindahan IKN Bakal Hadapi Berbagai Masalah: Bukan Hal Gampang!: Terkait ibu kota negara (IKN) dari Jakarta ke Kalimantan Timur masih menuai berbagai komentar dan kritikan dari sejumlah pihak di tanah… https://t.co/vTjuqiAmwy #News #ibukotanegara #jusufkalla,0
2022-02-02,"Bukan Ahok atau Ridwan Kamil, Ini Calon Kepala IKN Nusantara: Bukan Ahok dan Ridwan Kamil, masyarakat Kalimantan Timur minta kepala Otorita Ibu Kota Negara (IKN) dipimpin putra asli daerah https://t.co/K09ncSs3ia",1
2022-02-02,"Bau menyengat kepentingan oligarki dan asing dibalik kepindahan ibu kota negara (IKN) 

#IKNProyekOligarki 
#iknbukanuntukrakyat
#tolakibukotabaru 
#tolakuuikn https://t.co/7AsX5TAo4P",0
2022-02-02,"Komisi Pemberantasan Korupsi (KPK) siap untuk pindah ke Ibu Kota Negara (IKN) Nusantara. Sebab, dalam Undang-Undang diatur bahwa lembaga antikorupsi itu harus berkedudukan di ibu kota negara. https://t.co/kn6fft6OtG https://t.co/iwruuVhYQO",1
2022-02-02,KSP mendorong kementerian/lembaga untuk melakukan percepatan pembangunan Ibu Kota Negara (IKN) Nusantara tahap satu di Kalimantan Timur. https://t.co/0PpeyIpIM8,1
2022-02-02,"Potensi daya dukung sumber air untuk Ibu kota Negara (IKN) sangatlah besar. Simak di sini selengkapnya!

https://t.co/RvH5q1cECM",1
2022-02-02,"Tidak perlu ragu terkait anggaran karena semua sudah di skema pembiayaannya, pemindahan Ibu Kota Negara (IKN) dari Jakarta ke Kalimantan Timur menjadi bukti untuk mewujudkan kemanjuan dan pemertaaan pembangunan 
https://t.co/i1aYdehniJ",1
2022-02-02,"Ada yg kenal dari tokoh ini ? 🤭🤭

Sejumlah purnawirawan jenderal TNI, politikus, hingga aktivis akan menggugat UU Ibu Kota Negara (IKN) ke Mahkamah Konstitusi (MK) siang ini. Kenapa?
 https://t.co/2rAauB6Pha",0
2022-02-02,"[BERITA KPK] KPK &amp; Kementerian PPN/Bappenas akan melakukan koordinasi antar kementerian &amp; para pemangku kepentingan lain untuk menguatkan komitmen antikorupsi mengawal seluruh perencanaan pembangunan Ibu Kota Negara (IKN). Jakarta, 2 Februari 2021. (1/3)
🔗https://t.co/amJ3ENDmF4 https://t.co/hWKxsJZfKv",1
2022-02-02,"Presiden Jokowi menggelar pertemuan dengan sejumlah tokoh masyarakat dan adat Kalimantan Timur, Kota Balikpapan, Provinsi Kalimantan Timur. Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur. https://t.co/EKlL2Grem1",1
2022-02-02,"Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur.
@jokowi https://t.co/N51ZHAcdYA",1
2022-02-02,"JANJI SEWAKTU JADI PRESIDEN RI
kata Jokowi: 2030, Jakarta Tenggelam!
https://t.co/QBPCtvgDwf
Hasil 0-3. SETELAH JADI PRESIDEN, MALAH BIKIN IKN IBU KOTA NEGARA",0
2022-02-02,KPK RI Siap Awasi Proses Pembangunan IKN Nusantara: Pembangunan Ibu Kota Negara atau IKN di Kalimantan Timur mengaitkan banyak pihak. Tak terkecuali dari Komisi Pemberantasan Korupsi RI (KPK RI). ... ... https://t.co/2hLxCOaKlk #beritabaik #timesindonesia #ketahananinformasi,1
2022-02-02,"non-APBN. Sementara, pakar hukum tata negara Bivitri Susanti menilai, pembahasan RUU IKN dilakukan sangat terburu buru karena hanya selama 43 hari. ""Ini soal ibu kota negara. Apakah ini pernah dibincangkan secara luas?"" katanya. Ia juga pertanyakan apakah rakyat diajak..[3] https://t.co/IVWx0nKTHu",0
2022-02-02,"Tweeps, apakah menurut kamu rencana pemindahan Ibu Kota Negara (IKN) RI ke Penajam Paser Utara terlalu terburu-buru? Meski dasar hukumnya telah disahkan, tapi kritik terus mengalir terkait pendanaan, potensi masalah dan proses legislasi pemindahan IKN. Apa masalahnya? #Threads https://t.co/WhI2VlWsIu",0
2022-02-02,"@DavidWijaya82 IKN : Ibu Kota Negara CHINA  = AHOK
IKNN : Ibu Kota Negara Nusakambangan = Ganjar",0
2022-02-02,"Presiden Joko Widodo menetapkan Kabupaten Penajam Paser Utara, Kalimantan Timur sebagai Ibu Kota Negara (IKN) Indonesia yang terbaru, yang akan menggantikan Jakarta pada tahun 2024 mendatang. 

Selengkapnya

https://t.co/9NG733eQdt

#Opinisingkat #Muslimahkafahmedia #Islamkafah https://t.co/ct1JPD9BUW",1
2022-02-02,"Kantor Staf Presiden (KSP) minta pembangunan ibu kota negara (IKN) dipercepat. Sebelumnya, Menkeu menyebut anggaran IKN belum masuk di APBN 2022. https://t.co/m3Qk9HftDB",1
2022-02-02,"Menko Perekonomian Airlangga Hartarto menegaskan, saat ini pemerintah tidak berencana memasukkan proyek pembangunan Ibu Kota Negara (IKN) Baru ke dalam Program PEN. https://t.co/GH2ezJR099",1
2022-02-02,"Tokoh masyarakat dan adat Kaltim mendukung pembangunan Ibu Kota Negara (IKN) di Kaltim. 
Dukungan itu diutarakan langsung  oleh Sultan Kutai Kartanegara Muhammad Arifin kepada Presiden @jokowi ketika melakukan pertemuan diBandara Internasional  Kota Balikpapan, Senin (31/1). https://t.co/7zGVDnBMPV",1
2022-02-02,Kementerian PUPR memberi sinyal bisa memulai pembangunan konstruksi Ibu Kota Negara (IKN) Nusantara pada awal semester II 2022 asal sudah ada dananya. https://t.co/gvx8ufyNnP,1
2022-02-02,Pemerintah terus mematangkan persiapan dan perencanaan terkait pembangunan Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur. #kumparanNEWS https://t.co/OXODfEaGb3,1
2022-02-02,"Poros Nasional Kedaulatan Negara (PNKN), pada siang ini bakal mendatangi Mahkama Konstitusi dalam rangka menggugat Undang-Undang Ibu Kota Negara (IKN), lantaran dianggap cacat formil hingga layak dibatalkan.
https://t.co/4m3KR8GiTG",0
2022-02-02,Tahapan pembangunan ibu kota negara baru yang diberi nama IKN Nusantara akan dimulai. @topanyuniarto #LitbangKompas #Kompaspedia #AdadiKompas https://t.co/XbnAe6782f,1
2022-02-02,"Menteri Perencanaan Pembangunan Nasional (PPN)/Kepala Bappenas Suharso Monoarfa meminta Komisi Pemberantasan Korupsi (KPK) mengawasi pembangunan Ibu Kota Negara (IKN) Nusantara. Tujuannya, agar praktik korupsi tidak terjadi. https://t.co/Oa08bytBbX",1
2022-02-02,"@MYaminNasution1 @SisiwittFrida @jokowi Kalo IKN di persepsikan sebagai kepentingan oligarki mah nDaaak lah, Bang ... ini Ibu Kota Negara bukan Ibu Kota Negara Milik Perorangan",1
2022-02-02,"Gagasan pemindahan ibu kota negara (IKN) ke Penajam Paser Utara, Kalimantan Timur, adalah bukti pemerintah dalam memeratakan pembangunan agar tidak terpusat di Pulau Jawa alias Jawasentris.

KSP Moeldoko https://t.co/KoxGfKEQ6n",1
2022-02-02,"UU IKN Terancam Dibatalkan? Diduga Tak Layak, Sejumlah Tokoh Akan Ajukan Gugatan: Undang-Undang Ibu Kota Negara (UU IKN) terancam dibatalkan, karena dianggap tak layak.  https://t.co/kxucuX0QzO #News #uuikn #taklayak",0
2022-02-02,"@MYaminNasution1 @elkrova @SisiwittFrida @jokowi JAKARTA - Gubernur Kaltim H Isran Noor menegaskan  lokasi pembangunan Ibu Kota Negara (IKN) adalah tanah negara dan  tanah hutan produksi,  sehingga tidak ada yang namannya jual beli tanah di lokasi IKN. 
""Tapi kalau jual beli tanah di sekitar atau di luar lokasi pembangunan .",1
2022-02-02,"kepemimpinan Gubernur Isran dan Wagub Hadi Mulyadi karena momen kepindahan IKN terjadi di masa kepemimpinan Isran dan Hadi. “Perahu nelayan berlayar perlahan, terdorong angin menuju ke darat, Ibu Kota Negara pindah ke Kalimantan, bisa jadi karena visi “Berani Untuk Kaltim Yang",1
2022-02-02,"Haloo @mudjib_trisatya 😃👋 Selamat membaca!
""KANTOR MUHAMMADIYAH DI IKN?

Sampai sekarang belum ada pembahasan di PP. Muhammadiyah terkait dengan pembangunan kantor PP. Muhammadiyah di Ibu Kota Negara. ..."" https://t.co/KKNHP5AxYF",0
2022-02-02,Menteri Perencanaan Pembangunan Nasional (PPN)/Kepala Bappenas Suharso Monoarfa meminta KPK untuk mengawasi proses pembangunan Ibu Kota Negara (IKN) Nusantara. #kumparanNEWS https://t.co/t5RATUtlXJ,1
2022-02-02,Bappenas meminta KPK untuk mengawasi pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur. #kumparanNEWS https://t.co/nWpbIKLdTH,1
2022-02-02,"PKS Satu-satunya Fraksi yang Tolak RUU Ibu Kota Negara (IKN)  
https://t.co/gU5eag8rN3 #DariPKSUntukIndonesia",0
2022-02-02,"Juru Bicara Partai Keadilan Sejahtera (PKS) Pipin Sopian menilai pembahasan Rancangan Undang-Undang Ibu Kota Negara ( RUU IKN) di DPR RI ugal-ugalan dan menegasikan partisipasi masyarakat.
https://t.co/itxrecjVff
 #DariPKSUntukIndonesia",0
2022-02-02,"Anggota Pansus Rancangan Undang Undang Ibu Kota Negara (RUU IKN) Hamid Noor Yasin memandang bahwa Pemindahan status Ibu Kota Negara yang ditargetkan akan dilakukan pada semester I (satu) tahun 2024 sangat terburu-buru.
https://t.co/Ucp5SzPmLV
 #DariPKSUntukIndonesia",0
2022-02-02,"Slamet mengungkapkan bahwa perpindahan Ibu Kota Negara (IKN) akan mengancam kondisi lingkungan hidup dan keanekaragaman hayati di Kalimantan yang merupakan paru-paru dunia.
https://t.co/KRAG1HmE4i #DariPKSUntukIndonesia",0
2022-02-02,"Sebaiknya Pemerintah bikin IKN kembar biar oposisi gak ribut mulu :
✓IKN : Ibu Kota Negara -&gt; Ahok.
✓IKNN: Ibu Kota Negara Nusakambangan -&gt; Anies.",0
2022-02-02,"Munculnya para spekulan yang menguasai tanah di kawasan bakal Ibu Kota Negara (IKN) di Penajam Paser Utara, Kalimantan Timur, berpotensi mengancam keberadaan masyarakat adat. 

https://t.co/snQg3twMdS",0
2022-02-02,"Presiden PKS Ahmad Syaikhu mempertanyakan kengototan Pemerintah untuk tetap mengebut proses pemindakan Ibu Kota Negara (IKN) pada saat pandemi.
https://t.co/bIhhiLUAoI
 #DariPKSUntukIndonesia",0
2022-02-02,"JAKARTA (https://t.co/3Rcjr55LQ9) – Sejumlah tokoh nasional mengkritik proyek ibu kota negara (IKN) baru yang digagas Presiden Joko Widodo.

Di antara tokoh yang lantang mengkritik proyek itu adalah ekonom Faisal Basri dan mantan Wakil Presiden RI Jusuf Kalla.

#LurahKKN https://t.co/GX17I2EJfa",0
2022-02-02,"Menteri Investasi/Kepala Badan Koordinasi Penanaman Modal (BKPM) Bahlil Lahadalia diminta membeberkan investasi yang akan masuk dalam pembangunan ibu kota negara (IKN) baru periode 2022-2024.
Selengkapnya
https://t.co/4PUMcSfx9D",1
2022-02-02,"Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur.
https://t.co/iYiKEgKHPu",1
2022-02-02,"Presiden Joko Widodo menggelar pertemuan dengan sejumlah tokoh masyarakat dan adat Kalimantan  Kota Balikpapan, Provinsi Kalimantan Timur,pada Senin, 31 Januari 2022. Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kaltim https://t.co/sBYmleITTW",1
2022-02-02,"KANTOR MUHAMMADIYAH DI IKN?

Sampai sekarang belum ada pembahasan di PP. Muhammadiyah terkait dengan pembangunan kantor PP. Muhammadiyah di Ibu Kota Negara. https://t.co/W5s6AkoRlc",0
2022-02-02,"Keterlibatan Sumber Daya Manusia lokal dalam pembangunan Ibu Kota Negara (IKN) di Penajam Paser Utara Kalimantan Timur (Kaltim) memegang peran penting. Hal ini turut mendorong peningkatan kualitas dan kapasitas masyarakat sekitar
https://t.co/lXOFUqh4tF",1
2022-02-02,"Bagi penolak IKN, nihh baca sejarah kerajaan di Nusantara! 

Inilah Ibu Kota Negara Saat Masih Berbentuk Kerajaan, Penasaran Kan&amp;hellip;? https://t.co/GAoQN6odAO",0
2022-02-02,"Kasus Edi Mulyadi dinilai telah mempersatukan dan mempertegas sikap masyarakat Kalimantan dalam mendukung Nusantara sebagai Ibu Kota Negara (IKN).
https://t.co/PvSXciOE0Z",1
2022-02-02,"Sok sok an pindah negara. Pindah tapi berhutang. 🤬. #LurahKKN
#LurahKKN
https://t.co/rLiTXNLyPl

Sejumlah purnawirawan jenderal TNI, politikus, hingga aktivis akan menggugat UU Ibu Kota Negara (IKN) ke Mahkamah Konstitusi (MK) siang ini. Kenapa?",0
2022-02-02,"Ibu Anna ingin ada universitas dan rumah sakit baru terbangun di Kaltim dengan pindahnya IKN, sehingga SDM dan fasilitas kesehatan semakin berkembang. 

Dukung pemerintah bangun Ibu Kota Negara (Nusantara) di Kaltim 🇲🇨 https://t.co/p3x5cngyBO",1
2022-02-02,"Pemerintah presiden @jokowi
telah memutuskan memindahkan ibu kota negara.

Lokasi pemindahan ibu kotapun mendapat dukungan dari masyarakat dan menyambut baik  pembangunan IKN baru Negara (IKN) baru Kalimantan Timur.
#IbukotaNegara
#IKN
#SemangatNusantara https://t.co/CRGJpqPAdV",1
2022-02-02,"Tokoh masyarakat dan adat Kalimantan Timur mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur.

𝗝𝗼𝗸𝗼𝘄𝗶 𝗚𝗮𝘀 𝗣𝗼𝗹 𝗜𝗻𝗳𝗿𝗮𝘀𝘁𝗿𝘂𝗸𝘁𝘂𝗿 https://t.co/OcKGcdIEfl",1
2022-02-02,"Bukan Tempat Jin Buang Anak, IKN Dikhawatirkan Jadi Tempat PNS Hamburkan Uang SPJ
Rizal Ramli mengingatkan ada negara yang gagal mengembangkan ibu kota baru menyikapi langkah Indonesia memindahkan IKN dari Jakarta ke Kalimantan Timur.
https://t.co/tW2WYfvm7R",0
2022-02-02,"Sejumlah purnawirawan jenderal TNI, politikus hingga aktivis akan menggugat UU Ibu Kota Negara (IKN) ke Mahkamah Konstitusi (MK) siang ini. Kenapa?
https://t.co/KFq7s8Inzv",0
2022-02-02,"Pembangunan ibu kota negara baru di Penajam Paser Utara, Kalimantan Timur kian serius.

Masyarakat Kalimantan pun sudah pasti akan menjaga dan merawat #IbukotaNegara Nusantara.

#IKN
#SemangatNusantara https://t.co/c5LZgDGnpa",1
2022-02-02,Twibbon Dukung atau Tolak Ibu Kota Negara (IKN) Baru Kalimantan https://t.co/kDtbD3ok5Q,1
2022-02-02,"Pelibatan Swasta Mutlak untuk IKN
Pembiayaan pembangunan ibu kota negara baru dari swasta menjadi keniscayaan. APBN sudah terbebani untuk penanganan pandemi, juga kebutuhan pemilu pada 2024.
#redaksikompasbicara https://t.co/LwtlQjKvPn",0
2022-02-02,"Setelah DPR setuju RUU Ibu Kota Negara jadi undang-undang, ada sejumlah warga di wilayah rancangan Kawasan Strategis Nasional IKN yang khawatir atas nasib tanah mereka. Sejumah warga tak leluasa memanfaatkan lahan sendiri. #Nusantara #AdadiKompas
 
https://t.co/RvaMJUVcrO",0
2022-02-01,"Yg Lama Dilego untuk yg Baru⁉️

Aset negara senilai Rp300 triliun di DKI Jakarta akan ditinggalkan ketika ibu kota baru (IKN) pindah ke Kalimantan Timur.

#LurahKKN
#LurahKKN

~utas~
*Salam2DJ*",0
2022-02-01,"Pembangunan megaproyek Ibu Kota Negara baru terancam mangkrak, jika UU IKN dibatalkan.

Dengan adanya potensi pergantian Presiden yang tidak berasal dari rezim yang sama.

#LurahKKN
#LurahKKN

~simak~",0
2022-02-01,"Silahkan pak, pindah IKN.
Kan SDH ada UU yg mengaturnya,.
Jalankan Saja UU tersebut..

#LurahKKN ⁉️
#LurahKKN ⁉️

Ternyata ini alasan presiden Jokowi nekad pindah Ibu Kota Negara.
👇👇👇
https://t.co/OdGbeEODnW",0
2022-02-01,"@bangZhack86 Membangun ibu kota baru itu butuh waktu minimal 10 tahun Kalau uangnya ada.

Banguan kereta cepat saja ga jadi jadi.
Sri mulyani sudaj mengatakan 2023 negara menghadapi masalah krisis keuangan.

IKN ini hanya pengalihan isyu besar.
Dari kegagalan kinerja rezim sekarang ini.",0
2022-02-01,"Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur.
https://t.co/RXCHGRwZzv",1
2022-02-01,"Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur.
https://t.co/Z099JC3WrZ",1
2022-02-01,"Kritik Bertubi Terkait Ibu Kota Negara Baru, APBN 2022 Belum Memuat, UU IKN Terlalu Cepat hingga Jokowi Bertemu Tokoh Adat https://t.co/XOuWNb1POR",0
2022-02-01,"Kritik Bertubi Terkait Ibu Kota Negara Baru, APBN 2022 Belum Memuat, UU IKN Terlalu Cepat hingga Jokowi Bertemu Tokoh Adat https://t.co/3191uCMQdQ",0
2022-02-01,"Narasi Islamofobia di Tengah Kisruh Pindah Ibu Kota Negara

#Editorial — Di tengah panasnya polemik soal pemindahan ibu kota negara (IKN), publik kembali disuguhi narasi soal radikalisme dan terorisme di dunia pesantren. 
https://t.co/OFsQ7AJfbG",0
2022-02-01,Tokoh nasional Rizal Ramli mengingatkan ada negara yang gagal mengembangkan ibu kota baru menyikapi langkah Indonesia memindahkan IKN dari Jakarta ke Kalimantan Timur. #IKNNusantara https://t.co/DBDB0rCGkJ,0
2022-02-01,"Kami juga meminta dari Kesultanan Paser dibuat Istana Kesultanan Paser di dekat IKN ibu kota negara,"" jelasnya.",1
2022-02-01,"Kami juga meminta dari Kesultanan Paser dibuat Istana Kesultanan Paser di dekat IKN Ibu Kota Negara, jelasnya",1
2022-02-01,"""Kami sendiri dari Kesultanan Paser menyambut dengan antusias IKN dan kami memohon segera dibangun ibu kota negara baru ini. Karena kami yakin dengan perpindahan ibu kota baru mudah-mudahan membawa wajah baru dan martabat di dunia. https://t.co/jsPs88FMMN",1
2022-02-01,"""Kami sendiri dari Kesultanan Paser menyambut dengan antusias IKN dan kami memohon segera dibangun ibu kota negara baru ini. Karena kami yakin dengan perpindahan ibu kota baru mudah-mudahan membawa wajah baru dan martabat di dunia. https://t.co/9pyZZT0F9x",1
2022-02-01,"Karena kami yakin dengan perpindahan ibu kota baru mudah-mudahan membawa wajah baru dan martabat di dunia. Kami juga meminta dari Kesultanan Paser dibuat Istana Kesultanan Paser di dekat IKN ibu kota negara,” jelasnya. https://t.co/0CYoYloCjQ",1
2022-02-01,Kami sendiri dari Kesultanan Paser menyambut dengan antusias IKN dan kami memohon segera dibangun ibu kota negara baru ini.,1
2022-02-01,"Karena kami yakin dengan perpindahan ibu kota baru mudah-mudahan membawa wajah baru dan martabat di dunia. Kami juga meminta dari Kesultanan Paser dibuat Istana Kesultanan Paser di dekat IKN ibu kota negara,” jelasnya. https://t.co/krVt5BxCcz",1
2022-02-01,Kami sendiri dari Kesultanan Paser menyambut dengan antusias IKN dan kami memohon segera dibangun ibu kota negara baru ini,1
2022-02-01,"Karena kami yakin dengan perpindahan ibu kota baru mudah-mudahan membawa wajah baru dan martabat di dunia. Kami juga meminta dari Kesultanan Paser dibuat Istana Kesultanan Paser di dekat IKN ibu kota negara,” jelasnya. https://t.co/kuRpqKnSSZ",1
2022-02-01,“Kami sendiri dari Kesultanan Paser menyambut dengan antusias IKN dan kami memohon segera dibangun ibu kota negara baru ini.,1
2022-02-01,"Menteri LHK Tekankan Percepatan Pembangunan Persemaian Di Ibu Kota Negara

KALTIM | BBCOM | Menteri Lingkungan Hidup dan Kehutanan (LHK), Siti Nurbaya mengunjungi Pusat Persemaian di lokasi Ibu Kota Negara (IKN) di Desa Mentawir, Kecamatan Sepaku, Kabupa

https://t.co/ybSBKp88sA https://t.co/4pUlBzXn3f",1
2022-02-01,"Kami juga meminta dari Kesultanan Paser dibuat Istana Kesultanan Paser di dekat IKN ibu kota negara,"" jelasnya.

Kepala Adat Dayak Kenya, Ajang Tedung, menerima dengan senang hati rencana pembangunan IKN. Di samping itu, ia juga meminta agar masyarakat adat dilibatkan .. https://t.co/QnoIpPCHIw",1
2022-02-01,"pada Senin, 31 Januari 2022. Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur.

""Alhamdulillah baru saja selesai ya pertemuan Bapak Presiden dengan tokoh adat masyarakat Kalimantan Timur .. https://t.co/aoUXZio6m5",1
2022-02-01,"Rencana pembangunan Ibu Kota Negara (IKN) di Penajam Paser Utara terus berjalan, terutama karena dasar hukumnya telah disahkan. Meski begitu, kritik terus mengalir terkait pendanaan, potensi masalah dan proses legislasinya sendiri.

https://t.co/xK7tO7oxxk",1
2022-02-01,"Kami juga meminta dari Kesultanan Paser dibuat Istana Kesultanan Paser di dekat IKN ibu kota negara,"" jelasnya.

Kepala Adat Dayak Kenya, Ajang Tedung, menerima dengan senang hati rencana pembangunan IKN. Di samping itu, ia juga meminta agar masyarakat adat dilibatkan .. https://t.co/373kdVFFVv",1
2022-02-01,"pada Senin, 31 Januari 2022. Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur.

""Alhamdulillah baru saja selesai ya pertemuan Bapak Presiden dengan tokoh adat masyarakat Kalimantan Timur .. https://t.co/4WfD0rt1ts",1
2022-02-01,"Dalam kesempatan tersebut, para sosok berpengaruh itu menyampaikan masukan dan aspirasi terkait rencana pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur.

Sumber: https://t.co/f8LUqKwFwK",1
2022-02-01,"Kami juga meminta dari Kesultanan Paser dibuat Istana Kesultanan Paser di dekat IKN ibu kota negara,"" jelasnya.

Kepala Adat Dayak Kenya, Ajang Tedung, menerima dengan senang hati rencana pembangunan IKN. Di samping itu, ia juga meminta agar masyarakat adat dilibatkan .. https://t.co/hpbOqh5HJH",1
2022-02-01,"pada Senin, 31 Januari 2022. Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur.

""Alhamdulillah baru saja selesai ya pertemuan Bapak Presiden dengan tokoh adat masyarakat Kalimantan Timur .. https://t.co/nr11XXi6sI",1
2022-02-01,"Kami juga meminta dari Kesultanan Paser dibuat Istana Kesultanan Paser di dekat IKN ibu kota negara,"" jelasnya.

Kepala Adat Dayak Kenya, Ajang Tedung, menerima dengan senang hati rencana pembangunan IKN. Di samping itu, ia juga meminta agar masyarakat adat dilibatkan ..",1
2022-02-01,"Provinsi Kalimantan Timur, pada Senin, 31 Januari 2022. Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur. https://t.co/fCuOisw26n",1
2022-02-01,Lokasi ibu kota negara (IKN) baru di Kalimantan Timur (Kaltim) memiliki realisasi investasi terbesar urutan keempat pada triwulan IV-2021. Ini faktanya.  https://t.co/1fn7ORLIqn,1
2022-02-01,Tokoh nasional Rizal Ramli menyebut pemerintah bakal sulit mencari dana sebagai pembiayaan membangun Ibu Kota Negara (IKN) baru di Kalimantan Timur (Kaltim). #pembiayaanIKNBaru https://t.co/ZtLsLJmEe2,0
2022-02-01,"Bareskrim Polri resmi menetapkan wartawan senior sekaligus YouTuber, Edy Mulyadi, sebagai tersangka kasus ujaran kebencian bermuatan SARA terkait pernyataannya soal Ibu Kota Negara (IKN) baru sebagai tempat ‘jin buang anak’. 
https://t.co/Em07Wv7rSc",0
2022-02-01,"@mihrabku @MohArifWidarto Kok IKN (Ibu Kota Negara) pindah ? Kan memang mau pindah…
Ibu kota yang pindah bukan IKN …",1
2022-02-01,Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur. https://t.co/A6a4iTAapr,1
2022-02-01,"IKN Nusantara, Percontohan Ibu Kota Negara Masa Depan.

Menuju peradaban baru.

 https://t.co/zZkEvcKXcp https://t.co/Gu6fBtl3AL lewat @merdekadotcom",1
2022-02-01,"Presiden @jokowi menggelar pertemuan dengan sejumlah tokoh masyarakat dan adat Kalimantan Timur (Kaltim) pada Senin (31/1/2022). Para tokoh masyarakat menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN). 

Selengkapnya di https://t.co/hYYWUyY9gi https://t.co/sm62bdtgPz",1
2022-02-01,"Karena kami yakin dengan perpindahan ibu kota baru mudah-mudahan membawa wajah baru dan martabat di dunia. Kami juga meminta dari Kesultanan Paser dibuat Istana Kesultanan Paser di dekat IKN ibu kota negara,"" jelasnya. @jokowi https://t.co/JsDsuc9UsS",1
2022-02-01,"""Kami sendiri dari Kesultanan Paser menyambut dengan antusias IKN dan kami memohon segera dibangun ibu kota negara baru ini. https://t.co/oJJ1fm5aFJ",1
2022-02-01,"pada Senin, 31 Januari 2022. Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur.
@jokowi https://t.co/5gQyLuybdH",1
2022-02-01,"Presiden @Jokowi menemui sejumlah tokoh masyarakat dan adat Kalimantan Timur, Senin (31/1). Para tokoh masyarakat tersebut menyampaikan aspirasinya dan mendukung pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur. https://t.co/Tl41L07wuO",1
2022-02-01,"Ketua DPRD DKI Jakarta Prasetyo Edi Marsudi menilai bahwa pemindahan Ibu Kota Negara (IKN) dari Jakarta ke Kalimantan Timur akan berdampak pada perekonomian di Jakarta. 

https://t.co/ugqrPyHAFT #pdiperjuangan",0
2022-02-01,"Presiden Jokowi gelar prtemuan dgn sjumlah tokoh msyarakat dan adat Kalimantan Timur di Bandar Udara Internasional Sultan Aji Muhammad Sulaiman, Kota Balikpapan, Kaltim (31/1). Para tokoh msyarakat tsb mnyampaikan aspirasinya &amp; mndukung pmbangunan Ibu Kota Negara (IKN) di Kaltim. https://t.co/UUwuRsdNmT",1
2022-02-01,"Narasi Islamofobia di Tengah Kisruh Pindah Ibu Kota Negara

#Editorial — Di tengah panasnya polemik soal pemindahan ibu kota negara (IKN), publik kembali disuguhi narasi soal radikalisme dan terorisme di dunia pesantren. Namun, umat tampaknya kian sadar, semua kekis",0
2022-02-01,"Muhammadiyah menyatakan akan menyiapkan sumber daya manusia di Kalimantan Timur yang unggul dalam menyongsong Ibu Kota Negara atau IKN Nusantara
https://t.co/AjhVgJ5S19",1
